29,2020-07-24 09:09:06.8733333,36,2024-10-15 09:32:53.3000000,36,35,SM CUBAO ARANETA CITY,CUBAO,SM Outlet,"SM CUBAO BLDG. ARANETA CENTER SOCORRO CUBAO, Q.C. 1109",NULL,CP#:09171384244  sco.nwmbci.cub@smretail.com
30,2020-07-24 09:11:32.7933333,36,2024-11-23 10:20:12.5266667,42,35,"MTZ, DAMAGES ,PROMOS",MTZ,,613 MAKISIG ST BACOOD STA MESA MLA,NULL,"SUPPLIER DAMAGES & STAFF &OTHERS ,PRIVILEGE TO BUY BAGS "
31,2020-07-24 09:12:26.7566667,36,2024-10-15 09:29:24.1866667,36,35,SM STA MESA,STM,SM Outlet,SM City Sta. Mesa Aurora Boulevard Dona Imelda Quezon City 1113,NULL,CP#:09171390019  sco.nwmbci.snlaz@smretail.com
32,2020-07-24 09:14:13.1733333,36,2020-07-24 09:14:13.1733333,36,35,WAREHOUSE,WHSE,WHSE,613 MAKISIG ST BACOOD STA MESA MLA,NULL,WAREHOUSE
33,2020-07-24 09:15:32.2600000,36,2020-07-24 09:15:32.2600000,36,35,SM BAGUIO,BAG,SM Outlet,"SM City Baguio Luneta Hill, Upper Session Road Baguio City 2600",NULL,"STARTS ENTRY ON APRIL 1, 2008 CP#: 09175525878 (074)619-7630 to 32 loc.112 sco.msb.bag@smretail.co"
34,2020-07-24 09:17:34.5633333,36,2024-10-15 09:31:15.9500000,36,35,SM MANILA,MLA,SM Outlet,"SM City Manila, Concepcion corner Arroceros and San Marcelino Sts., Manila",NULL," CP#:09171358463  sco.nwmbci.mnl@smretail.com"
35,2020-07-24 09:19:26.3400000,36,2023-11-04 14:18:03.7466667,45,35,SM BATANGAS,BTGS,SM Outlet,SM City Batangas Pastor Village Brgy. Palocan Kanluran Batangas City,NULL,CP#: 09161509350 (043)783-2511 loc.114  sco.msp.bat@smretail.com
36,2020-07-24 09:20:47.1733333,36,2020-07-24 09:20:47.1733333,36,35,SM BACOOR,014,SM Outlet,SM City Bacoor Aguinaldo Hi-way Habay Bacoor Cavite 4102,NULL,CP#: 09175525874 (046)417-0869 loc.32615  sco.msb.bac@smretail.com
37,2020-07-24 09:22:21.8700000,36,2023-11-04 14:41:09.5966667,45,35,SM DAVAO MSD,DVO,SM Outlet,"SM City Davao, Ecoland Subd., Quimpo Boulevard Matina, Talomo Davao City 8000",NULL,"Opening June 1, 2008 CP#:09270236905 trnkline:(082)299-1070 loc.115 sco.msd.dvo@smretail.com"
38,2020-07-24 09:23:52.0400000,36,2023-11-04 14:33:16.4100000,45,35,SM MANDURRIAO,MAND,SM Outlet,"SM City Iloilo Benigno Aquino Ave., Mandurriao, Iloilo City 5000",NULL,CP#:09451379563 trnkline:(033)320-7822 loc.307 sco.msi.man@smretail.com
39,2020-07-24 09:27:09.5033333,36,2024-10-15 09:39:22.4233333,36,35,SM BICUTAN,BCT,SM Outlet,SM City Bicutan Dona Soledad Ave. Brgy Don Bosco Paranaque City 1700,NULL,CP#:09171366318 marlene.b.cadulong.smretail.com
40,2020-10-24 14:50:30.2500000,36,2024-10-15 09:39:36.8533333,36,35,SM BF PARANAQUE,SM BF,SM Outlet,"Dr. A Santos Ave., cor. Presidents Ave., Brgy BF Homes, 1700 Paranaque City",NULL,CP#:09171366318 marlene.b.cadulong.smretail.com
41,2020-11-10 15:19:31.1000000,17,2020-11-10 15:19:31.1000000,17,17,Brandon's Items,,,,NULL," "
42,2020-11-10 18:46:33.2966667,17,2021-05-12 10:42:31.5400000,17,17,Brandon's ITEMS 2'est123213 123'',,,,NULL," rem"
43,2021-04-19 11:11:14.0600000,36,2023-11-04 14:35:53.3433333,45,35,SM BACOLOD,BCLOD,SM Outlet,"SM City Bacolod, Reclamation Area,Bacolod City",NULL," CP#: 09818034657 (034)468-0142 to 43 loc.113 sco.msb.bcd@smretail.com"
44,2021-04-19 11:30:47.6833333,36,2024-04-03 09:20:26.0133333,36,35,SM BUTUAN,BUT,SM Outlet,"SM CITY BUTUAN JOSE C. AQUIINO AVENUE,LAPU LAPU BUTUAN CITY 8600",NULL," sco.msl.butuan@smretail.com CP#:09503301949 (085)8177-594 LOC 50913"
45,2021-04-19 11:33:28.7733333,36,2023-11-04 13:44:00.1033333,36,35,SM BALIWAG,BLWG,SM Outlet,SM City Baliwag Dona Remedios Trinidad Highway Pagala Baliwag Bulacan 3006,NULL,CP#: 09175169602 (044)761-0716 to 17 loc.113 sco.msg.bal@smretail.com
46,2021-04-19 11:41:37.8300000,36,2021-04-19 11:41:37.8300000,36,35,SM CABANATUAN,CBN,SM Outlet,"SM CITY CABANATUAN MAHARLIKA HIGHWAY,BRGY. H. CONCEPCION 3100 CABANATUAN CITY",NULL," CP#: 09778048412  TRNKLINE:(044)951-0103 to 04 loc. 32212 sco.mmsm.cab@smretail.com"
47,2021-04-19 11:44:08.4533333,36,2023-11-04 14:16:07.4466667,45,35,SM CALAMBA,CLMBA,SM Outlet,"SM City Calamba National Road, Barangay Real Calamba City 4027",NULL,"OPENING OCT 15,2010; 5194007  CP#:09669902125 (049)530-0070 to 71 loc.113 sco.msf.clm@smretail.co"
48,2021-04-19 11:53:45.4666667,36,2023-11-04 14:37:21.2666667,45,35,SM CDO DOWNTOWN PREMIER,CDODP,SM Outlet,"SM CDO Downtown Premier,CM Recto Ave., cor. Osmeña St., Brgy. 24, Cagayan de Oro City 9000",NULL," (088)859-1053 loc.50213  CP#: 09270731081 sco.msv.cdo2@smretail.com"
49,2021-04-19 11:55:31.1000000,36,2021-04-19 11:55:31.1000000,36,35,SM CLARK,CLARK,SM Outlet,SM City Clark M.A. Roxas Highway Malabanias Angeles City 2009,NULL,"Opens on November 10, 2012 CP#:09175525883 trnkline:(045)499-0188 to 89 loc.115 sco.msg.clk@smret"
50,2021-04-19 11:57:15.8200000,36,2023-11-04 14:13:56.6700000,45,35,SM DASMARINAS,DASMA,SM Outlet,SM CITY DASMARINAS GOVERNOR&#39;S DRIVE BRGY. SAMPALOC 1 DASMARINAS CAVITE 4114,NULL," CP#:09669902125 trnkline:973-5600 loc.109 sco.msg.dasma@smretail.com"
51,2021-04-19 11:59:04.2100000,36,2023-11-04 14:34:12.5566667,45,35,SM DELGADO MMSM,DGDO,SM Outlet,"SM DELGADO CORNER VALERIA AND DELGADO STREETS, ILOILO CITY",NULL," LTBG Ms. Amy Rizon Elma Sanchez / FAX FRONT SM   033-5085796 CP#:09451379563 trnkline:(033)338-056"
52,2021-04-19 12:01:00.0366667,36,2024-10-15 09:38:02.6533333,36,35,SM EAST ORTIGAS,EAST,SM Outlet,"SM City East Ortigas Ortigas Avenue Extension,Santa Lucia, City of Pasig,NCR, Second District, Phili",NULL," CP#:09171359356 sco.nwmbci.eastort@smretail.com"
53,2021-04-19 13:12:47.4566667,36,2023-11-04 14:39:21.4633333,45,35,SM GENERAL SANTOS,GSAN,SM Outlet,SM CITY GENERAL SANTOS COR SANTIAGO BLVD 7 SAN MIGUEL STS. LAGAO GEN. SANTOS CITY 9500,NULL,"GRAND OPENING AUG 10,2012) (FAX 0838780654)(new fax (083)878-2408 CP#:09503301949 trnkline:(083)8 "
54,2021-04-19 13:19:17.1266667,36,2023-11-04 14:41:43.9233333,45,35,SM LANANG,LANG,SM Outlet,"SM LANANG PREMIER, J.P. LAUREL AVENUE BRGY. SAN ANTONIO, AGDAO DAVAO CITY 8000",NULL," cp#:09270236905 trnkline:(082)321-7493 to 94 loc.113 / fax 082-3217499 "
55,2021-04-19 13:20:32.8600000,36,2022-06-29 09:46:31.1833333,36,35,SM CAUAYAN,CAYAN,SM Outlet,"SM City Cauayan Maharlika Highway, Brgy. District II 3305 Cauayan City, Isabela",NULL," Tel. No. (078)323-0940 to 41 loc. 31813  fax no. 02.5194866 "
56,2021-04-19 13:25:21.0800000,36,2023-11-04 14:20:41.5233333,45,35,SM LEGAZPI,LEGA,SM Outlet,SM CITY LEGAZPI IMELDA ROCES AVENUE.ZONE 9 BRGY 37 BITANO LEGAZPI CITY ALBAY 4500,NULL," sco.msl.leg@smretail.com CP#:09762206921 trnkline:(052)742-4044/(052)742-7047 loc.34113 sco.msl.le"
57,2021-04-19 13:30:26.7666667,36,2023-11-04 14:17:37.3500000,45,35,SM LIPA,LIPA,SM Outlet,SM City Lipa Lipa City Batangas 4217,NULL," CP#:09161509350 trnkline: (043)756-2165 loc.115 sco.mbl.lip@smretail.com"
58,2021-04-19 13:33:02.7266667,36,2024-05-08 09:44:53.8366667,45,35,SM LUCENA,LUC,SM Outlet,"SM CITY LUCENA DALAHICAN RD. COR. MAHARLIKA HIGHWAY, IBABANG DUPAY, LUCENA CITY",NULL," 7108992 CP#:09171384264 trnkline:(042)710-8992 loc.114 "
59,2021-04-19 13:41:40.0800000,36,2024-10-15 09:26:04.4933333,36,35,SM MARIKINA,MRKNA,SM Outlet,"SM City Marikina Marcos Highway Kalumpang, Marikina City 1801",NULL,"09171368615 jocelle.d.navarro@smretail.com "
60,2021-04-19 13:44:59.4133333,36,2024-02-07 14:24:45.5233333,45,35,SM MASINAG,MSNG,SM Outlet,SM CITY MASINAG MARCOS HIGHWAY MAYAMOT ANTIPOLO CITY RIZAL 1870,NULL," tel: 666.0249/ fax 4771026 / grand opening 5/6/11 CP#:09564180918 trnkline:(02)477-8014/(02)477-801"
61,2021-04-19 13:47:18.4333333,36,2021-04-19 13:47:18.4333333,36,35,SM MEGACENTER,MGCTR,SM Outlet,"SM Megacenter Cabanatuan Gen. Tinio & Melencio Sts., Brgy. San Roque Norte 3100 Cabanatuan City Nuev",NULL,"09175525905 fax 5194765 trnkline:(044)958-2976 loc.32007 "
62,2021-04-19 13:52:21.7433333,36,2023-11-04 14:38:00.3633333,45,35,SM MINDPRO ZAMBOANGA,MPRO,SM Outlet,"SM MINDPRO CITIMALL,LA PURISIMA STREET ZONE III ZAMBOANGA CITY 7000",NULL,CP#: 09270731081: (062)975-3793 LOC 51112 sco.msz.mindprozamboanga@smretail.com
63,2021-04-19 13:54:59.6433333,36,2021-04-19 13:54:59.6433333,36,35,SM MOLINO,MOLI,SM Outlet,SM SUPERCENTER MOLINO IV BACOOR CAVITE PHILIPPINES 4102,NULL," CP#:09175525874 trnkline:(046)436-7319 loc.32414 sco.mbl.mol@smretail.com"
64,2021-04-19 13:58:29.3300000,36,2023-11-04 14:20:17.1966667,45,35,SM NAGA,NAGA,SM Outlet,SM City Naga Central Business District II Triangulo Naga City 4400,NULL," open May 1, 2009....fax....#584-4241 CP#:09762206921 trnkline:472-3160 loc.113 "
65,2021-04-19 14:00:33.3300000,36,2024-10-15 09:23:00.3500000,36,35,SM NOVALICHES,NOVA,SM Outlet,"SM City Novaliches Quirino Highway,Barangay San Bartolome Novaliches Quezon City",NULL," OCT 22,2010 / sco.nwmbci.grand@smretail.com 09171359338"
66,2021-04-19 14:03:03.9100000,36,2024-05-08 09:36:33.8366667,45,35,SM OLONGAPO D.T.,GAPO,SM Outlet,"SM CITY OLONGAPO, MAGSAYSAY DRIVE COR. AVENUE PAG-ASA OLONGAPO CITY 2200",NULL,(5194086) fexline CP#: 09171359549 sco.mbl.olo@smretail.
67,2021-04-19 14:04:28.5366667,36,2024-07-24 14:40:11.9900000,45,35,SM PUERTO PRINCESA,PRTO,SM Outlet,"SM CITY PUERTO PRINCESA MALVAR COR. LACAO ST.BRGY SAN MIGUEL PUERTO PRINCESA CITY,PALAWAN PHILS,530",NULL,"CP#:09818034657 trnkline:(048)433-2677/(048) 433-2748 loc.34513 "
68,2021-04-19 14:06:24.5700000,36,2024-10-15 09:31:30.3300000,36,35,SM QUIAPO,QPO,SM Outlet,SM Quiapo MDC Bldg. Carlos Palanca St. Quiapo Manila 1001,NULL,CP#:09171358463  sco.nwmbci.mnl@smretail.com
69,2021-04-19 14:07:39.4133333,36,2021-04-19 14:07:39.4133333,36,35,SM ROSALES,RSLES,SM Outlet,SM City Rosales Carmen East Rosales Pangasinan 2441,NULL," open May 15,2009/SCO.MBL.ROS@Sm-Shoemart.com CP#:09175169605 trnkline:(075)653-7155 loc.113 "
70,2021-04-19 14:09:28.8566667,36,2023-11-04 14:15:06.1933333,45,35,SM ROSARIO,RSRIO,SM Outlet,SM CITY ROSARIO GEN. TRIAS DRIVE BRGY TEJERO ROSARIO CAVITE 4106,NULL," CP#:09669902125 trnkline:(046)489-8663 to 64 loc.113  "
71,2021-04-19 14:10:40.3533333,36,2024-10-15 09:24:44.4366667,36,35,SM SAN JOSE DEL MONTE,SJDM,SM Outlet,"SM CITY SAN JOSE DEL MONTE,QUIRINO HIGHWAY,BRGY. TUNGKONG MANGGA 3023",NULL," CP#:09171383998 sco.nwmbci.sanjosedelmonte@smretail.com "
72,2021-04-19 14:13:21.2866667,36,2024-10-15 09:28:06.0200000,36,35,SM SAN LAZARO,SLZRO,SM Outlet,SM City San Lazaro Felix Huertas Cor. A.H. Lacson Sta. Cruz Manila,NULL,"09171390019 sco.nwmbci.snlaz@smretail.com "
73,2021-04-19 14:15:18.2100000,36,2021-04-19 14:15:18.2100000,36,35,SM SAN MATEO,MATEO,SM Outlet,"SM CITY SAN MATEO,GEN.A.LUNA AVENUE,BRGY.AMPID I 1850 SAN MATEO,RIZAL",NULL,477-1727-30 LOC 113 477-1670 FAX   CP#:09175780954 trnkline:(02)655-2825 to 26 loc.113  sco.msa.sn
74,2021-04-19 14:17:14.9900000,36,2023-11-04 14:18:53.7933333,45,35,SM SAN PABLO,SNPBL,SM Outlet,SM CITY SAN PABLO NATIONAL HIGHWAY BRGY SAN RAFAEL SAN PABLO CITY LAGUNA 4000,NULL,"OPENING OCT 1,2010 / CP#:09161509350 trnkline:(049)521-0037 to 38 loc.113  "
75,2021-04-19 14:18:19.6333333,36,2023-11-04 14:31:24.5866667,45,35,SM SEASIDE CEBU,SSCEB,SM Outlet,"SM SEASIDE CEBU,SOUTH ROAD PROPERTIES,6000 MAMBALING, CEBU CITY",NULL,TELEFAX-032-231-1600:02 273-61-49 CP#:09338757612 trnkline:(032)888-0010 to 11 loc.40415 sco.mscc.s
76,2021-04-19 14:20:41.2900000,36,2023-11-04 14:16:30.4233333,45,35,SM STA ROSA,STR,SM Outlet,"SM City Sta. Rosa National Road Tagapo, Sta. Rosa Laguna 4026",NULL," CP#:09669902125 trnkline:(049)534-4365 loc.115  sco.mmsm.str@smretail.com "
77,2021-04-19 14:22:24.3033333,36,2024-10-15 09:41:56.4500000,36,35,SM SUCAT,SUCAT,SM Outlet,SM CITY SUCAT DR. A. SANTOS AVE. SAN DIONISIO PARANAQUE CITY 1700,NULL,CP#09171359405 sco.nwmbci.moa@smretail.com
78,2021-04-19 14:24:08.9733333,36,2021-04-19 14:24:08.9733333,36,35,SM TARLAC,TRLAC,SM Outlet,SM CITY TARLAC MC ARTHUR HIGHWAY SAN ROQUE TARLAC CITY 2300,NULL,"CP#:09178317661 trnkline:(045)606-0027 to 28 loc.113 sco.msa.tar@smretail.com "
79,2021-04-19 14:25:50.8600000,36,2024-10-15 09:27:03.8966667,36,35,SM TAYTAY,TAY2,SM Outlet,SM CITY TAYTAY MANILA EAST ROAD DOLORES TAYTAY RIZAL 1920,NULL," LTBG DM/GM Mr. Joel Meligrino CP#:09178327807  09171368615 jocelle.d.navarro@smretail.com"
80,2021-04-19 14:28:33.5966667,36,2023-11-04 14:15:45.6033333,45,35,SM TRECE MARTIRES,TRECE,SM Outlet,SM CITY TRECE MARTIRES GOVERNOR&#39;S DRIVE COR. CAPITOL ROAD BRGY. SAN AGUSTIN 4109 TRECE MARTIRES CITY,NULL," (046)437-6385-86 LOCAL 32513 / CP #:0669902125 FAX#5194495 "
81,2021-04-19 14:30:06.7933333,36,2021-04-19 14:30:06.7933333,36,35,SM URDANETA,URDA,SM Outlet,"SM CITY URDANETA MCARTHUR HIGHWAY,NANCAYASAN, URDANETA CITY,PANGASINAN 2428",NULL,"(075)653-7155-6537167 CP#:09175169605 trnkline:(075)523-4032/(075)523-3970 loc.30414  "
82,2021-04-19 14:34:30.4433333,36,2021-04-19 14:34:30.4433333,36,35,SM VALENZUELA,VZELA,SM Outlet,"SM CITY VALENZUELA MC ARTHUR HIGHWAY BRGY KARUHATAN DIST2,VALENZUELA CITY 1441",NULL,sco.msl.valenzuela@smretail.com (02)422-2406 loc.20113 CP#:09175525896
83,2021-04-19 14:36:35.7200000,36,2022-06-01 09:39:54.4866667,52,35,BACOOR MADNESS WHSE SALE,BMWS,SM Outlet,SM City Bacoor Aguinaldo Hi-way Habay Bacoor Cavite 4102,2022-06-01,
84,2021-04-19 14:37:12.9200000,36,2021-09-15 16:33:25.6266667,36,35,E-STORE,ETORE,SM Outlet,"SM CUBAO BLDG. ARANETA CENTER SOCORRO CUBAO, Q.C. 1109",NULL,"ON LINE SELLING "
85,2021-05-03 16:12:43.3733333,1,2024-03-21 08:56:24.0933333,1,1,QC Warehouse #1,,,,NULL," "
86,2021-05-04 14:24:19.4833333,53,2021-05-04 14:24:19.4833333,53,54,ARANETA WAREHOUSE,WH1,,"96 Kapiligan St. Brgy. Doña Imelda, Quezon City",NULL," "
87,2021-05-12 10:44:18.1966667,17,2021-05-12 10:44:28.6366667,17,2,loc,123,123,123,NULL," 123f"
88,2021-05-14 10:17:45.6433333,36,2023-11-04 14:34:53.3200000,45,35,SM ROXAS CITY,ROXAS,SM Outlet,SM CITY ROXAS ARNALDO BLVD BRGY BAYBAY ROXAS CITY CAPIZ 5800,NULL," CP#: 09451379563 EMAIL ADD:  APRIL 8,2022 sco.msi.man@smretail.com"
89,2021-05-27 11:43:39.5666667,36,2022-06-03 08:37:10.2733333,52,35,MEGATRADE BICUTAN,MGTBCT,SM Outlet,SM City Bicutan Dona Soledad Ave. Brgy Don Bosco Paranaque City 1700,2022-06-03," "
90,2021-06-01 10:31:46.3700000,19,2021-06-01 10:31:46.3700000,19,19,Tindahan ni Aling Nena,,,,NULL," "
91,2021-07-26 08:40:51.0900000,36,2021-07-26 08:40:51.0900000,36,36,SM DAET,DAET,SM OUTLET,,NULL," "
92,2021-07-26 08:54:53.6266667,36,2023-11-04 14:21:37.5066667,45,35,SM DAET,DAET,SM Outlet,SM CITY DAET VINZONS AVE. LAG-ON DAET CAMARINES NORTE 4600,NULL," (042)710-8992 LOC114 cp#09762206921 sco.msl.daet@smretail.com  OCT 15,2021 OPENING"
93,2021-08-13 16:17:35.7700000,36,2024-10-15 09:22:23.3166667,36,35,SM GRAND CENTRAL,GRAND,SM Outlet,"SM CITY GRAND CENTRAL,RIZAL AVE. EXT.ZONE 8 BRGY 88 DISTRICT II GRACE PARK EAST CALOOCAN CITY",NULL,"CP#; 09171359338 /NOVEMBER 26,2021 OPENING sco.nwmbci.grand@smretail.com "
94,2021-10-28 14:44:36.6066667,41,2022-06-01 09:39:43.0700000,52,35,MEGATRADE ROSARIO,MGTRSRIO,SM Outlet,SM CITY ROSARIO GEN. TRIAS DRIVE BRGY TEJERO ROSARIO CAVITE 4106,2022-06-01," "
95,2021-11-04 13:58:54.1866667,36,2022-03-31 11:00:14.7200000,36,35,BODEGA WAREHOUSE,BDGA WHSE,WHSE,,2022-03-31," DMG WHSE"
96,2022-04-18 15:55:46.0633333,62,2022-04-18 15:55:46.0633333,62,62,Main Warehouse,,,,NULL," "
97,2022-04-18 15:55:52.0100000,62,2022-04-18 15:55:52.0100000,62,62,Damaged Items Warehouse,,,,NULL,
98,2022-04-18 15:56:08.0433333,62,2022-04-18 15:56:08.0433333,62,62,SM Mall of Asia,,,,NULL,
99,2022-04-19 17:40:38.1900000,62,2022-04-22 09:52:26.4800000,62,62,Vista Mall Taguig,,,Taguig,NULL," "
100,2022-04-22 09:52:33.7166667,62,2022-04-22 09:52:33.7166667,62,62,SM Aura,,,Taguig,NULL," "
101,2022-04-22 09:52:57.0566667,62,2022-04-22 09:52:57.0566667,62,62,SM North Edsa,,,Quezon City,NULL,
102,2022-04-22 11:01:50.6200000,62,2022-04-26 15:34:51.2700000,62,62,SM Bacolod,SMBAC,SM Outlet,Bacolod,NULL," "
103,2022-05-18 16:05:46.8200000,36,2022-05-21 11:01:43.3866667,36,35,SM ESTANCIA PASIG,ESTAN,SM Outlet,"1605 Meralco Ave, Ortigas Center, Pasig, 1605 Metro Manila",NULL," 09774917664"
104,2022-06-29 09:28:49.9100000,36,2024-10-15 09:35:01.2700000,36,35,SM AURA,AURA,SM Outlet,"SM AURA PREMIER, 26TH ST. COR. MC KINLEY PARKWAY BRGY FORT BONIFACIO GLOBAL CITY 1630 TAGUIG CITY",NULL,cp#09171241569 mariaclaribelle.p.manalo@smretail.com
105,2022-07-01 13:31:37.5933333,52,2022-09-06 13:24:25.8066667,52,52,EVO SHOP APPLIANCES,,,,2022-09-06," "
106,2022-07-01 13:31:48.5733333,52,2023-03-10 08:52:56.6333333,52,52,MIKATA HOME APPLIANCES,,,,2023-03-10,
107,2022-07-01 13:31:59.6800000,52,2022-09-06 13:24:20.4500000,52,52,NEXTGENCOM,,,,2022-09-06,
108,2022-07-01 13:32:03.4666667,52,2022-09-06 13:24:18.6333333,52,52,ZAPTECH,,,,2022-09-06,
109,2022-07-01 13:32:48.9500000,52,2022-09-06 13:24:16.4866667,52,52,EVOLIFE  STORE,,,,2022-09-06,
110,2022-07-01 13:35:24.1833333,52,2022-08-02 15:19:16.7466667,52,52,WAREHOUSE,,,,NULL," "
111,2022-07-18 11:54:45.7133333,36,2023-11-04 14:12:03.2033333,45,35,SM TANZA,TANZ,SM Outlet,"Daang Amaya II 4108 Tanza, Cavite",NULL,GRACE LASAM-09771365111
112,2022-07-18 11:57:55.0300000,36,2024-05-08 09:38:19.8366667,45,35,SM TUGUEGARAO,TUGUE,SM Outlet,12 BAGAY RD CARITAN NORTE TUGUEGARAO CITY,NULL,09171359602
113,2022-08-25 08:14:34.8666667,64,2022-09-29 16:06:27.4600000,65,64,Arca Office,Arca,Main,FTI Arca South Terminal Western Bicutan Taguig City,NULL," "
114,2022-08-30 16:35:33.6166667,64,2022-09-12 13:09:04.3200000,65,64,Arca Pie Jancent Reyno,,MDC COG1-Arca,,NULL," "
115,2022-08-30 16:38:34.4700000,64,2022-09-12 14:10:08.5566667,65,64,Turf Therese Belmonte,,MDC COG1-BGC,,NULL,
116,2022-08-30 16:49:48.5333333,66,2022-09-12 14:39:19.4400000,65,64,Verge Sharmaine Ballesteros,,MDC COG2,Pasig City,NULL," "
117,2022-08-30 16:50:40.4600000,66,2022-09-09 09:28:27.8300000,64,64,Viento Mia Mendoza,,MDC COG3-Alabang,,NULL,
118,2022-09-01 08:40:41.1000000,65,2022-09-12 13:05:07.6300000,65,64,AGE Joeffrey Dizon,,MDC COG1-Arca,,NULL," "
119,2022-09-01 08:41:06.3500000,65,2022-09-12 13:06:43.4333333,65,64,Arborlanes Daryll Concepcion,,MDC COG1-Arca,,NULL,
120,2022-09-01 08:41:19.7900000,65,2022-09-12 13:08:10.9000000,65,64,Arca Opcen Jancent Reyno,,MDC COG1-Arca,,NULL,
